description,assigned_team
"Request: my headset. Hey, My headset isn't detected when docked. When can this be fixed?",Hardware
"Question. Hi team, I'm completely locked out and can't start my day. This is blocking my work.",Security
"Urgent. Good morning, My laptop won't turn on this morning, nothing happens at all. When can this be fixed?",Hardware
Request: the internal HR portal. The monthly report in the BI tool shows numbers that don't match finance. Thanks in advance.,Applications
"Request: the SharePoint site. The sharepoint site isn't syncing on my phone. Also, the SharePoint site isn't receiving external email. Appreciate any help.",Email & Collaboration
"Issue. Hey, Laptop restarts on its own in the middle of my work. Appreciate any help.",Endpoint Management
"Not working. Hello, Massive slowdown across the board, work is barely possible. Thanks in advance.",Cloud & Infrastructure
"Urgent: the Azure VM. Hi, The azure vm needs more memory provisioned. Appreciate any help.",Cloud & Infrastructure
"Issue with the security patch. Hey, Windows update has been stuck installing for two days, can't use the laptop. Can you take a look?",Endpoint Management
"Issue. Hello, My password doesn't work anymore and I'm stuck outside. Can you take a look?",Applications
"the data warehouse. Hi team, The data warehouse queries are timing out. Also, the data warehouse is running out of disk on the data volume. Appreciate any help.",Database
"Help needed — the office WiFi. Hi team, Port on the wall jack at desk B-12 seems dead, no link light. Please advise.",Network
"access to the finance folder. Good morning, Access to the finance folder needs admin rights for the deployment tool. Also, access to the finance folder needs to be provisioned for a new hire starting Monday. Can you take a look?",Identity & Access
"the SharePoint site. Hi, The sharepoint site isn't syncing on my phone. Also, the SharePoint site shows duplicate appointments. Thanks in advance.",Email & Collaboration
"Urgent: the software deployment. Hi team, The software deployment removed an app I need for work. Thanks in advance.",Endpoint Management
"Problem: the antivirus client. Hello, After the latest patch my laptop boots to a black screen. Also, the antivirus client failed to install and rolled back. This is blocking my work.",Endpoint Management
"Question. Hey, Remote access isn't working, I can't reach anything internal. Appreciate any help.",Network
"Request: the software deployment. The software deployment is forcing a restart in the middle of meetings. Also, the software deployment is stuck at 0% and won't finish. This is blocking my work.",Endpoint Management
"my password. Hey, My password needs admin rights for the deployment tool. When can this be fixed?",Identity & Access
"Help needed — the meeting invite. Hi team, The meeting invite won't send messages and they stay in Outbox. Also, the meeting invite lost access for half the team. Can you take a look?",Email & Collaboration
"Problem: disk encryption (BitLocker). Hi team, Disk encryption (bitlocker) won't enroll my new device. Let me know what's needed.",Endpoint Management
"Question about my smartcard. Hey, My smartcard needs admin rights for the deployment tool. Thanks in advance.",Identity & Access
"Not working. Hello, It keeps failing with an error message I don't understand. When can this be fixed?",Database
"Question about the load balancer. Hello, The load balancer drops whenever I join a video call. Thanks in advance.",Network
"Issue with a brute-force alert. Hey, A brute-force alert that I think is a scam. Also, a brute-force alert blocking a legitimate vendor. When can this be fixed?",Security
"Question about the laptop battery. Hey, Need the SSD upgraded, I'm constantly out of disk space on this machine. This is blocking my work.",Hardware
"Help needed — the antivirus alert. Good morning, Got an alert that someone signed into my account from Brazil at 3am.",Security
"Hi team, I can't make or receive any calls since this morning. Let me know what's needed.",Telephony
"a stored procedure. Hey, A stored procedure is returning stale rows. Can you take a look?",Database
"Help needed — the new joiner's account. Hello, I need to be added to the 'Project-Atlas' security group to see the files. Thanks in advance.",Identity & Access
"Problem: DNS resolution. Hi team, Site-to-site tunnel between HQ and the warehouse is down.",Network
"Urgent: the floor printer. Hi, The floor printer makes a clicking noise on startup.",Hardware
"Not working. Hi, The system throws an error every time I try to save. Thanks in advance.",Applications
my security group membership. My security group membership needs read access to the finance share. Thanks in advance.,Identity & Access
"Request: the hunt group. Good morning, The support hotline calls aren't reaching the queue, customers complain. When can this be fixed?",Telephony
"Not working. Received an odd message with a link, can someone check it. Can you take a look?",Email & Collaboration
"Question about the OS upgrade. Hey, Windows update has been stuck installing for two days, can't use the laptop. Appreciate any help.",Endpoint Management
"Not working. Good morning, My machine froze and now it won't boot properly. When can this be fixed?",Hardware
"Request: the autoscaling group. Good morning, Staging environment is down after the last deploy, can you roll it back. Also, the autoscaling group ran out of disk and crashed. Let me know what's needed.",Cloud & Infrastructure
"Problem: the nightly backup job. Hi, The nightly backup job returns 'too many connections'. Please advise.",Database
"the staging environment. Hello, Staging environment is down after the last deploy, can you roll it back. When can this be fixed?",Cloud & Infrastructure
